0,583521.854408956,4507077.862599085
1,583324.4866324601,4506805.373160211
2,583304.1823994748,4506069.654048115
3,590250.10594797,4518558.019924332
4,590454.7399891173,4519145.719617855
5,590465.8934191109,4519168.697483203
6,590573.169495527,4520214.766177284
7,591252.8314104103,4520950.353355553
8,590946.3972262995,4521077.318976877
9,591583.6111452815,4521434.846626811
10,591242.9299575874,4521581.885937745
11,593778.1006792779,4521296.802312818
12,591869.9664924653,4522223.764813294
13,591738.0407594513,4522525.443820641
14,592689.5870495995,4523444.425331826
15,592376.3344173424,4523612.701231836
16,594420.6312621906,4525482.970855254
17,595809.2912828986,4526455.750452453
18,596003.2539138041,4526928.025236639
19,592278.485621264,4525892.323865376
20,596254.2923462286,4527551.201403454
21,592619.0071074129,4526581.286551019
22,596827.1759617663,4528672.82245895
23,592792.7848516103,4527066.113576944
24,584366.140243196,4509451.911886328
25,590482.6870882246,4518329.6766932225
26,591281.3450558048,4518902.025482102
27,595454.5310878425,4524436.500620306
28,597856.1560548496,4525936.781547634
29,593712.9968862006,4525155.296439261
30,593550.086762622,4525318.362722695
31,595390.7441612857,4522610.04524754
32,591158.4627344842,4517957.545755097
33,598436.4578931453,4522431.797854405
34,595458.2761002508,4525102.840811363
35,592095.242680619,4523101.901924474
36,596821.2408605267,4520985.437910634
37,591563.7436134552,4517738.305929306
38,598514.3107202318,4527104.058108437
39,592119.0801340764,4518038.842602893
40,592424.9624278166,4518478.104652112
41,595889.6025778356,4520832.971463354
42,594912.9210183212,4521757.92404901
43,594385.8865431264,4521608.896559988
44,594509.0414594966,4520332.8512714235
45,592948.8754703288,4524069.4395869505
46,592612.2300651686,4524100.402505199
47,593438.3005704349,4520495.395196005
48,597260.8719363828,4524987.275429069
49,595504.8445675793,4525766.929441574
50,593467.7308229264,4519434.83129059
51,593022.854690783,4519593.712477412
52,592072.9680250831,4518931.918367432
53,593180.3257970888,4524489.741480709
54,592916.5418978877,4524633.13838206
55,593088.5065821967,4518953.407754458
56,598061.7957053476,4522032.351089696
57,596056.9809407785,4523227.2288986035
58,594902.7414016082,4520442.707923583
59,593975.0576022605,4526005.886039828
60,591486.7808085391,4522038.922308994
61,596501.8744785709,4528117.226936923
62,598863.0574749423,4523092.84733162
63,596412.3470658619,4523642.422571661
64,595442.0638570564,4523526.050055126
65,592626.8523968596,4519320.29346937
66,593352.0342889833,4519823.825546155
67,595506.4168354472,4520680.471641277
68,592222.7416457909,4522625.185795889
69,597623.8154720555,4521708.652830672
70,593926.129354922,4520212.503333017
71,594460.2932596823,4526709.233133428
72,597234.6308561254,4521277.27006147
73,586270.867264145,4501602.982681934
74,584452.2736848004,4495718.23912231
75,585487.2188192987,4497065.772842208
76,586503.7223979748,4498269.990007903
77,585859.7681964396,4496776.830998435
78,584750.7077686664,4495351.080870863
79,585696.191139191,4494615.858160851
80,584699.5851960566,4501549.453423347
81,584165.3880613961,4500859.793770909
82,583729.1488954267,4500294.297645937
83,585445.373196909,4502608.37892228
84,585000.591165514,4498810.112443783
85,583341.0729041309,4499794.168906855
86,584954.2927836749,4498342.998185548
87,583049.5488509138,4499415.4783144295
88,584830.4219726789,4497732.043617412
89,584666.7378521629,4496941.604090578
90,582402.4274548128,4498072.528603336
91,584522.8292199653,4496236.785557185
92,586785.5510490116,4503515.407446008
93,586081.3164752272,4502277.972774973
94,586462.0855347294,4494033.258388428
95,582182.163560905,4497339.015536549
96,583668.9126396163,4498655.36212447
97,581959.2606253301,4496579.370700002
98,585009.334367595,4499996.888670681
99,585473.4894523356,4502654.64653129
100,592967.1277683998,4503468.895810358
101,586465.6846689951,4504159.774222611
102,592717.3305150345,4503347.692922446
103,586409.6399919448,4504187.8371487865
104,587803.2363562554,4498205.095782064
105,586584.6236611658,4497741.319439704
106,587888.1735023975,4497674.87978729
107,588014.6835590808,4496879.59246869
108,586793.0702882911,4496418.801619078
109,586885.275865306,4495839.297480523
110,588347.0071936302,4494756.553917258
111,586397.2632879562,4494458.498256834
112,586872.8189993141,4494524.781380393
113,586804.575288685,4493762.3972068885
114,586000.0845086036,4493583.547045738
115,585126.2715342436,4495058.721686458
116,586104.1180908895,4496320.146829474
117,586673.3873208847,4497183.063364249
118,582576.4287965811,4498655.841234582
119,588131.1941471435,4507874.268134648
120,588422.7021940363,4504830.1334604295
121,585305.8749428939,4504472.830169925
122,586613.3402700966,4503833.151600189
123,587550.6267033793,4499794.0975952605
124,588863.6983232002,4499893.707190513
125,585253.7755904209,4505114.8917570375
126,585321.730054182,4505244.262776288
127,587980.3541543356,4502742.082272526
128,587899.5964735015,4492390.1965406025
129,588680.5928102148,4506592.893876235
130,592497.6040536886,4503818.7265691385
131,592830.4719449129,4503525.87385953
132,592522.1188311108,4504130.564396541
133,584938.2479767665,4503745.195635941
134,590808.6247172236,4505799.019375434
135,592099.9025978548,4504101.530485294
136,586293.6675439464,4499607.410126003
137,587644.3334594249,4500347.679169011
138,588807.0740411695,4500523.262183592
139,585077.0068543168,4505657.91045789
140,587877.1455165396,4504741.722241279
141,594179.8933613856,4503794.730164514
142,587300.0298954324,4504646.019702888
143,587389.4129852875,4504109.410922476
144,587601.4910735295,4499466.472737966
145,585296.8218339535,4505249.860626615
146,595285.887507881,4504260.5789212715
147,595153.0801103334,4504872.701968519
148,591301.2986737695,4506496.034163316
149,586060.2787523125,4504835.723661702
150,586417.967300109,4498802.762926729
151,593080.1896420335,4500635.298103655
152,587671.3806250722,4502825.147101264
153,595339.5190497248,4503336.078549236
154,588994.999013519,4498531.935881087
155,589385.6058027097,4506073.472596826
156,588696.6061523732,4505960.083946261
157,586586.4795843622,4500356.333001967
158,588252.7766565636,4503885.274747595
159,588255.1178923553,4503874.057285161
160,588075.0900469788,4502717.170765628
161,583997.899623973,4498410.570000029
162,585038.7888631452,4499348.712938257
163,586508.2067594875,4504518.980264279
164,591082.5855686411,4504850.312777988
165,589160.3159276361,4507603.755717493
166,587010.6610079269,4503149.017935357
167,589477.2684915174,4507321.343533978
168,595874.8424857766,4503486.50608987
169,588308.3281199073,4509333.173337675
170,592513.1173001549,4505601.081408828
171,591649.4237252432,4504434.178141181
172,588447.1316264309,4506726.6146268835
173,585340.5718625298,4505849.684250107
174,585752.7692252327,4504901.87374392
175,585666.1687987031,4504730.391684676
176,585560.9860149901,4505000.571779941
177,590929.3569033094,4506792.117678897
178,592855.5583704391,4502000.988398157
179,588171.179818373,4495872.3744903
180,586245.5402331323,4495430.43414932
181,586956.9797740167,4495327.011026242
